name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,Country
Lewis Cliff 86268,13201,Valid,L6,22.0,Found,01/01/1986 12:00:00 AM,-84.25424,161.39722,"-84.25424, 161.39722",
Lewis Cliff 86269,13202,Valid,L6,22.4,Found,01/01/1986 12:00:00 AM,-84.25206,161.39083,"-84.25206, 161.39083",
Lewis Cliff 86270,13203,Valid,L3.1,4.2,Found,01/01/1986 12:00:00 AM,-84.25441,161.38531,"-84.25441, 161.38531",
Lewis Cliff 86271,13204,Valid,H5,19.8,Found,01/01/1986 12:00:00 AM,-84.27378,161.68797,"-84.27378, 161.68797",
Lewis Cliff 86272,13205,Valid,H5,16.0,Found,01/01/1986 12:00:00 AM,-84.25511999999999,161.39903,"-84.25512, 161.39903",
Lewis Cliff 86273,13206,Valid,L6,30.3,Found,01/01/1986 12:00:00 AM,-84.25459000000001,161.36919,"-84.25459, 161.36919",
Lewis Cliff 86274,13207,Valid,L6,36.0,Found,01/01/1986 12:00:00 AM,-84.27394,161.68774,"-84.27394, 161.68774",
Lewis Cliff 86275,13208,Valid,H5,35.4,Found,01/01/1986 12:00:00 AM,-84.25494,161.391,"-84.25494, 161.391",
Lewis Cliff 86277,13209,Valid,H5,25.4,Found,01/01/1986 12:00:00 AM,-84.27396,161.68813,"-84.27396, 161.68813",
Lewis Cliff 86278,13210,Valid,H5,1.4,Found,01/01/1986 12:00:00 AM,-84.27379,161.68673,"-84.27379, 161.68673",
Lewis Cliff 86279,13211,Valid,H5,12.8,Found,01/01/1986 12:00:00 AM,-84.27384,161.68624,"-84.27384, 161.68624",
Lewis Cliff 86280,13212,Valid,H5,10.5,Found,01/01/1986 12:00:00 AM,-84.2518,161.38922,"-84.2518, 161.38922",
Lewis Cliff 86281,13213,Valid,H6,55.7,Found,01/01/1986 12:00:00 AM,-84.27378,161.69397,"-84.27378, 161.69397",
Lewis Cliff 86282,13214,Valid,L6,62.4,Found,01/01/1986 12:00:00 AM,-84.25417,161.35252,"-84.25417, 161.35252",
Lewis Cliff 86283,13215,Valid,H5,13.6,Found,01/01/1986 12:00:00 AM,-84.27379,161.68788999999998,"-84.27379, 161.68789",
Lewis Cliff 86284,13216,Valid,H5,4.0,Found,01/01/1986 12:00:00 AM,-84.27376,161.68698999999998,"-84.27376, 161.68699",
Lewis Cliff 86286,13218,Valid,H5,44.9,Found,01/01/1986 12:00:00 AM,-84.28036,161.39621,"-84.28036, 161.39621",
Lewis Cliff 86287,13219,Valid,H6,41.5,Found,01/01/1986 12:00:00 AM,-84.28617,161.34667,"-84.28617, 161.34667",
Lewis Cliff 86288,13220,Valid,L6,10.8,Found,01/01/1986 12:00:00 AM,-84.27376,161.69047,"-84.27376, 161.69047",
Lewis Cliff 86289,13221,Valid,L6,17.6,Found,01/01/1986 12:00:00 AM,-84.27649,161.35895,"-84.27649, 161.35895",
Lewis Cliff 86290,13222,Valid,H4,9.6,Found,01/01/1986 12:00:00 AM,-84.24524,161.44843999999998,"-84.24524, 161.44844",
Lewis Cliff 86291,13223,Valid,H6,14.9,Found,01/01/1986 12:00:00 AM,-84.25276,161.40336000000002,"-84.25276, 161.40336",
Lewis Cliff 86292,13224,Valid,H5,32.8,Found,01/01/1986 12:00:00 AM,-84.27705999999999,161.34768,"-84.27706, 161.34768",
Lewis Cliff 86293,13225,Valid,H5,1.3,Found,01/01/1986 12:00:00 AM,-84.27379,161.6898,"-84.27379, 161.6898",
Lewis Cliff 86294,13226,Valid,H5,2.0,Found,01/01/1986 12:00:00 AM,-84.27376,161.69016000000002,"-84.27376, 161.69016",
Lewis Cliff 86295,13227,Valid,H6,43.8,Found,01/01/1986 12:00:00 AM,-84.27048,161.40849,"-84.27048, 161.40849",
Lewis Cliff 86296,13228,Valid,H5,28.5,Found,01/01/1986 12:00:00 AM,-84.27381,161.68923,"-84.27381, 161.68923",
Lewis Cliff 86297,13229,Valid,L6,3.0,Found,01/01/1986 12:00:00 AM,-84.27363000000001,161.41336,"-84.27363, 161.41336",
Lewis Cliff 86298,13230,Valid,H5,7.2,Found,01/01/1986 12:00:00 AM,-84.27376,161.69017,"-84.27376, 161.69017",
Lewis Cliff 86299,13231,Valid,H5,25.1,Found,01/01/1986 12:00:00 AM,-84.27387,161.68963,"-84.27387, 161.68963",
Lewis Cliff 86300,13232,Valid,H5,9.0,Found,01/01/1986 12:00:00 AM,-84.27023,161.41375,"-84.27023, 161.41375",
Lewis Cliff 86301,13233,Valid,H5,5.1,Found,01/01/1986 12:00:00 AM,-84.27374,161.69019,"-84.27374, 161.69019",
Lewis Cliff 86302,13234,Valid,H5,40.2,Found,01/01/1986 12:00:00 AM,-84.29103,161.32518000000002,"-84.29103, 161.32518",
Lewis Cliff 86303,13235,Valid,H4,17.6,Found,01/01/1986 12:00:00 AM,-84.23624000000001,161.41772,"-84.23624, 161.41772",
Lewis Cliff 86304,13236,Valid,H5,4.2,Found,01/01/1986 12:00:00 AM,-84.27386,161.68661,"-84.27386, 161.68661",
Lewis Cliff 86305,13237,Valid,H5,40.4,Found,01/01/1986 12:00:00 AM,-84.27379,161.68915,"-84.27379, 161.68915",
Lewis Cliff 86306,13238,Valid,H5,0.6,Found,01/01/1986 12:00:00 AM,-84.27387,161.68663,"-84.27387, 161.68663",
Lewis Cliff 86307,13239,Valid,L3.3-3.5,4.9,Found,01/01/1986 12:00:00 AM,-84.2713,161.43136,"-84.2713, 161.43136",
Lewis Cliff 86308,13240,Valid,H4,3.1,Found,01/01/1986 12:00:00 AM,-84.27004000000001,161.41019,"-84.27004, 161.41019",
Lewis Cliff 86309,13241,Valid,L6,13.8,Found,01/01/1986 12:00:00 AM,-84.27015,161.40904,"-84.27015, 161.40904",
Lewis Cliff 86310,13242,Valid,H5,7.6,Found,01/01/1986 12:00:00 AM,-84.27387,161.68948999999998,"-84.27387, 161.68949",
Lewis Cliff 86311,13243,Valid,L6,67.1,Found,01/01/1986 12:00:00 AM,-84.29647,161.31977,"-84.29647, 161.31977",
Lewis Cliff 86312,13244,Valid,H5,101.8,Found,01/01/1986 12:00:00 AM,-84.29439,161.31133,"-84.29439, 161.31133",
Lewis Cliff 86313,13245,Valid,H5,3.8,Found,01/01/1986 12:00:00 AM,-84.27387,161.68661,"-84.27387, 161.68661",
Lewis Cliff 86314,13246,Valid,H5,41.4,Found,01/01/1986 12:00:00 AM,-84.27382,161.68978,"-84.27382, 161.68978",
Lewis Cliff 86315,13247,Valid,H5,22.7,Found,01/01/1986 12:00:00 AM,-84.27379,161.68976,"-84.27379, 161.68976",
Lewis Cliff 86316,13248,Valid,H5,4.3,Found,01/01/1986 12:00:00 AM,-84.27383,161.68986999999998,"-84.27383, 161.68987",
Lewis Cliff 86317,13249,Valid,L6,62.4,Found,01/01/1986 12:00:00 AM,-84.27639,161.34562,"-84.27639, 161.34562",
Lewis Cliff 86318,13250,Valid,H4,6.6,Found,01/01/1986 12:00:00 AM,-84.2739,161.68679,"-84.2739, 161.68679",
Lewis Cliff 86319,13251,Valid,H5,3.2,Found,01/01/1986 12:00:00 AM,-84.2739,161.68941999999998,"-84.2739, 161.68942",
Lewis Cliff 86320,13252,Valid,H5,3.5,Found,01/01/1986 12:00:00 AM,-84.27385,161.68571,"-84.27385, 161.68571",
Lewis Cliff 86321,13253,Valid,H5,33.2,Found,01/01/1986 12:00:00 AM,-84.27381,161.68954,"-84.27381, 161.68954",
Lewis Cliff 86322,13254,Valid,H5,17.5,Found,01/01/1986 12:00:00 AM,-84.27374,161.4136,"-84.27374, 161.4136",
Lewis Cliff 86323,13255,Valid,H5,5.3,Found,01/01/1986 12:00:00 AM,-84.28658,161.35697,"-84.28658, 161.35697",
Lewis Cliff 86324,13256,Valid,H5,8.4,Found,01/01/1986 12:00:00 AM,-84.27371,161.6936,"-84.27371, 161.6936",
Lewis Cliff 86325,13257,Valid,H5,19.9,Found,01/01/1986 12:00:00 AM,-84.27376,161.69052,"-84.27376, 161.69052",
Lewis Cliff 86326,13258,Valid,H5,6.8,Found,01/01/1986 12:00:00 AM,-84.27387,161.68641000000002,"-84.27387, 161.68641",
Lewis Cliff 86327,13259,Valid,H5,44.2,Found,01/01/1986 12:00:00 AM,-84.2739,161.68663999999998,"-84.2739, 161.68664",
Lewis Cliff 86328,13260,Valid,H6,7.2,Found,01/01/1986 12:00:00 AM,-84.27283,161.41455,"-84.27283, 161.41455",
Lewis Cliff 86329,13261,Valid,H5,5.0,Found,01/01/1986 12:00:00 AM,-84.2706,161.41011,"-84.2706, 161.41011",
Lewis Cliff 86330,13262,Valid,L6,20.7,Found,01/01/1986 12:00:00 AM,-84.27382,161.68889,"-84.27382, 161.68889",
Lewis Cliff 86332,13263,Valid,H5,14.4,Found,01/01/1986 12:00:00 AM,-84.27388,161.6865,"-84.27388, 161.6865",
Lewis Cliff 86333,13264,Valid,H6,9.2,Found,01/01/1986 12:00:00 AM,-84.28986,161.28593,"-84.28986, 161.28593",
Lewis Cliff 86334,13265,Valid,LL6,6.2,Found,01/01/1986 12:00:00 AM,-84.27145,161.4175,"-84.27145, 161.4175",
Lewis Cliff 86335,13266,Valid,H6,3.1,Found,01/01/1986 12:00:00 AM,-84.27379,161.69016000000002,"-84.27379, 161.69016",
Lewis Cliff 86336,13267,Valid,H5,8.3,Found,01/01/1986 12:00:00 AM,-84.27384,161.68604,"-84.27384, 161.68604",
Lewis Cliff 86337,13268,Valid,H5,25.6,Found,01/01/1986 12:00:00 AM,-84.27395,161.68721000000002,"-84.27395, 161.68721",
Lewis Cliff 86338,13269,Valid,H5,26.8,Found,01/01/1986 12:00:00 AM,-84.27388,161.68599,"-84.27388, 161.68599",
Lewis Cliff 86339,13270,Valid,L4,21.3,Found,01/01/1986 12:00:00 AM,-84.27051999999999,161.4121,"-84.27052, 161.4121",
Lewis Cliff 86340,13271,Valid,H6,25.1,Found,01/01/1986 12:00:00 AM,-84.27756,161.35435,"-84.27756, 161.35435",
Lewis Cliff 86341,13272,Valid,H5,9.4,Found,01/01/1986 12:00:00 AM,-84.29118000000001,161.33328,"-84.29118, 161.33328",
Lewis Cliff 86342,13273,Valid,H6,2.4,Found,01/01/1986 12:00:00 AM,-84.27383,161.68894,"-84.27383, 161.68894",
Lewis Cliff 86343,13274,Valid,H6,6.3,Found,01/01/1986 12:00:00 AM,-84.27378,161.68968999999998,"-84.27378, 161.68969",
Lewis Cliff 86344,13275,Valid,H5,17.1,Found,01/01/1986 12:00:00 AM,-84.27382,161.68953,"-84.27382, 161.68953",
Lewis Cliff 86345,13276,Valid,H5,3.6,Found,01/01/1986 12:00:00 AM,-84.2739,161.68941,"-84.2739, 161.68941",
Lewis Cliff 86346,13277,Valid,L5,3.2,Found,01/01/1986 12:00:00 AM,-84.26961999999999,161.41687,"-84.26962, 161.41687",
Lewis Cliff 86347,13278,Valid,L3.6,3.1,Found,01/01/1986 12:00:00 AM,-84.27158,161.41895,"-84.27158, 161.41895",
Lewis Cliff 86348,13279,Valid,H6,20.4,Found,01/01/1986 12:00:00 AM,-84.27985,161.35251,"-84.27985, 161.35251",
Lewis Cliff 86349,13280,Valid,L6,38.1,Found,01/01/1986 12:00:00 AM,-84.27467,161.40213,"-84.27467, 161.40213",
Lewis Cliff 86350,13281,Valid,H6,19.2,Found,01/01/1986 12:00:00 AM,-84.25766999999999,161.38103999999998,"-84.25767, 161.38104",
Lewis Cliff 86351,13282,Valid,H6,9.6,Found,01/01/1986 12:00:00 AM,-84.27373,161.69025,"-84.27373, 161.69025",
Lewis Cliff 86352,13283,Valid,L5,26.9,Found,01/01/1986 12:00:00 AM,-84.2918,161.3294,"-84.2918, 161.3294",
Lewis Cliff 86353,13284,Valid,H5,4.7,Found,01/01/1986 12:00:00 AM,-84.2738,161.6897,"-84.2738, 161.6897",
Lewis Cliff 86354,13285,Valid,H5,23.3,Found,01/01/1986 12:00:00 AM,-84.27633,161.35942,"-84.27633, 161.35942",
Lewis Cliff 86355,13286,Valid,H6,7.1,Found,01/01/1986 12:00:00 AM,-84.25338,161.38503,"-84.25338, 161.38503",
Lewis Cliff 86356,13287,Valid,H5,9.1,Found,01/01/1986 12:00:00 AM,-84.27766,161.35575,"-84.27766, 161.35575",
Lewis Cliff 86357,13288,Valid,L5,3.4,Found,01/01/1986 12:00:00 AM,-84.27015,161.41279,"-84.27015, 161.41279",
Lewis Cliff 86358,13289,Valid,H4,5.0,Found,01/01/1986 12:00:00 AM,-84.27,161.41035,"-84.27, 161.41035",
Lewis Cliff 86359,13290,Valid,L6,2.7,Found,01/01/1986 12:00:00 AM,-84.26965,161.41846999999999,"-84.26965, 161.41847",
Lewis Cliff 86360,13291,Valid,L4,181.5,Found,01/01/1986 12:00:00 AM,-84.27398000000001,161.68815,"-84.27398, 161.68815",
Lewis Cliff 86361,13292,Valid,H5,5.6,Found,01/01/1986 12:00:00 AM,-84.27387,161.68651,"-84.27387, 161.68651",
Lewis Cliff 86362,13293,Valid,H5,5.9,Found,01/01/1986 12:00:00 AM,-84.27385,161.68603000000002,"-84.27385, 161.68603",
Lewis Cliff 86363,13294,Valid,H5,2.9,Found,01/01/1986 12:00:00 AM,-84.27379,161.69013,"-84.27379, 161.69013",
Lewis Cliff 86364,13295,Valid,H6,19.8,Found,01/01/1986 12:00:00 AM,-84.27384,161.68973,"-84.27384, 161.68973",
Lewis Cliff 86365,13296,Valid,H5,4.8,Found,01/01/1986 12:00:00 AM,-84.27385,161.68562,"-84.27385, 161.68562",
Lewis Cliff 86366,13297,Valid,H5,25.9,Found,01/01/1986 12:00:00 AM,-84.27382,161.68975,"-84.27382, 161.68975",
Lewis Cliff 86367,13298,Valid,L3.4,10.5,Found,01/01/1986 12:00:00 AM,-84.27141999999999,161.42937,"-84.27142, 161.42937",
Lewis Cliff 86369,13300,Valid,H5,7.4,Found,01/01/1986 12:00:00 AM,-84.27384,161.68986,"-84.27384, 161.68986",
Lewis Cliff 86370,13301,Valid,H5,8.7,Found,01/01/1986 12:00:00 AM,-84.27278000000001,161.41506,"-84.27278, 161.41506",
Lewis Cliff 86371,13302,Valid,H5,146.6,Found,01/01/1986 12:00:00 AM,-84.27386,161.68873,"-84.27386, 161.68873",
Lewis Cliff 86372,13303,Valid,L6,11.8,Found,01/01/1986 12:00:00 AM,-84.2777,161.35363999999998,"-84.2777, 161.35364",
Lewis Cliff 86373,13304,Valid,H5,30.1,Found,01/01/1986 12:00:00 AM,-84.29212,161.33398,"-84.29212, 161.33398",
Lewis Cliff 86374,13305,Valid,H5,31.7,Found,01/01/1986 12:00:00 AM,-84.29669,161.31933999999998,"-84.29669, 161.31934",
Lewis Cliff 86375,13306,Valid,H5,10.5,Found,01/01/1986 12:00:00 AM,-84.26943,161.41031,"-84.26943, 161.41031",
Lewis Cliff 86376,13307,Valid,H5,41.1,Found,01/01/1986 12:00:00 AM,-84.27391999999999,161.68941999999998,"-84.27392, 161.68942",
Lewis Cliff 86377,13308,Valid,H4,2.0,Found,01/01/1986 12:00:00 AM,-84.26952,161.41156,"-84.26952, 161.41156",
Lewis Cliff 86378,13309,Valid,LL6,3.6,Found,01/01/1986 12:00:00 AM,-84.2529,161.40305,"-84.2529, 161.40305",
Lewis Cliff 86379,13310,Valid,H4,9.0,Found,01/01/1986 12:00:00 AM,-84.25605999999999,161.41442,"-84.25606, 161.41442",
Lewis Cliff 86380,13311,Valid,H4,31.6,Found,01/01/1986 12:00:00 AM,-84.25216,161.41163,"-84.25216, 161.41163",
Lewis Cliff 86381,13312,Valid,H6,6.6,Found,01/01/1986 12:00:00 AM,-84.25524,161.48118,"-84.25524, 161.48118",
Lewis Cliff 86382,13313,Valid,H6,21.8,Found,01/01/1986 12:00:00 AM,-84.27375,161.69361999999998,"-84.27375, 161.69362",
Lewis Cliff 86383,13314,Valid,H5,10.5,Found,01/01/1986 12:00:00 AM,-84.27373,161.69317,"-84.27373, 161.69317",
Lewis Cliff 86384,13315,Valid,H5,5.9,Found,01/01/1986 12:00:00 AM,-84.2554,161.41838,"-84.2554, 161.41838",
Lewis Cliff 86385,13316,Valid,H5,34.5,Found,01/01/1986 12:00:00 AM,-84.27377,161.69368,"-84.27377, 161.69368",
Lewis Cliff 86386,13317,Valid,LL4,2.6,Found,01/01/1986 12:00:00 AM,-84.25503,161.42898,"-84.25503, 161.42898",
Lewis Cliff 86387,13318,Valid,H5,26.3,Found,01/01/1986 12:00:00 AM,-84.25595,161.40013000000002,"-84.25595, 161.40013",
Lewis Cliff 86388,13319,Valid,H5,24.2,Found,01/01/1986 12:00:00 AM,-84.27373,161.6933,"-84.27373, 161.6933",
Lewis Cliff 86389,13320,Valid,H5,1.6,Found,01/01/1986 12:00:00 AM,-84.25625,161.43107,"-84.25625, 161.43107",
Lewis Cliff 86390,13321,Valid,H4,30.2,Found,01/01/1986 12:00:00 AM,-84.25506999999999,161.40694,"-84.25507, 161.40694",
Lewis Cliff 86391,13322,Valid,H5,15.1,Found,01/01/1986 12:00:00 AM,-84.27377,161.69328000000002,"-84.27377, 161.69328",
Lewis Cliff 86392,13323,Valid,L5,6.0,Found,01/01/1986 12:00:00 AM,-84.25520999999999,161.42141,"-84.25521, 161.42141",
Lewis Cliff 86393,13324,Valid,H5,69.9,Found,01/01/1986 12:00:00 AM,-84.27378,161.69387,"-84.27378, 161.69387",
Lewis Cliff 86394,13325,Valid,H5,2.6,Found,01/01/1986 12:00:00 AM,-84.2546,161.40302,"-84.2546, 161.40302",
Lewis Cliff 86395,13326,Valid,H5,14.3,Found,01/01/1986 12:00:00 AM,-84.25464000000001,161.40762,"-84.25464, 161.40762",
Lewis Cliff 86396,13327,Valid,H5,12.6,Found,01/01/1986 12:00:00 AM,-84.25596,161.40087,"-84.25596, 161.40087",
Lewis Cliff 86397,13328,Valid,H5,9.6,Found,01/01/1986 12:00:00 AM,-84.25515,161.4072,"-84.25515, 161.4072",
Lewis Cliff 86398,13329,Valid,H5,3.0,Found,01/01/1986 12:00:00 AM,-84.25471,161.40156000000002,"-84.25471, 161.40156",
Lewis Cliff 86399,13330,Valid,L6,6.9,Found,01/01/1986 12:00:00 AM,-84.25533,161.44042,"-84.25533, 161.44042",
Lewis Cliff 86400,13331,Valid,H5,18.8,Found,01/01/1986 12:00:00 AM,-84.25578,161.39972,"-84.25578, 161.39972",
Lewis Cliff 86401,13332,Valid,H5,9.0,Found,01/01/1986 12:00:00 AM,-84.25249000000001,161.40493999999998,"-84.25249, 161.40494",
Lewis Cliff 86402,13333,Valid,LL5,14.0,Found,01/01/1986 12:00:00 AM,-84.25220999999999,161.39955,"-84.25221, 161.39955",
Lewis Cliff 86403,13334,Valid,H5,6.6,Found,01/01/1986 12:00:00 AM,-84.25589000000001,161.42723,"-84.25589, 161.42723",
Lewis Cliff 86404,13335,Valid,L6,8.2,Found,01/01/1986 12:00:00 AM,-84.25469,161.40646,"-84.25469, 161.40646",
Lewis Cliff 86405,13336,Valid,H5,1.0,Found,01/01/1986 12:00:00 AM,-84.2737,161.69302,"-84.2737, 161.69302",
Lewis Cliff 86407,13337,Valid,H5,36.3,Found,01/01/1986 12:00:00 AM,-84.27377,161.69382,"-84.27377, 161.69382",
Lewis Cliff 86408,13338,Valid,L3.5,1.4,Found,01/01/1986 12:00:00 AM,-84.25529,161.43171,"-84.25529, 161.43171",
Lewis Cliff 86409,13339,Valid,L6,23.7,Found,01/01/1986 12:00:00 AM,-84.25482,161.39917,"-84.25482, 161.39917",
Lewis Cliff 86410,13340,Valid,L4,3.5,Found,01/01/1986 12:00:00 AM,-84.25504000000001,161.41863999999998,"-84.25504, 161.41864",
Lewis Cliff 86411,13341,Valid,LL4,4.1,Found,01/01/1986 12:00:00 AM,-84.25497,161.43091,"-84.25497, 161.43091",
Lewis Cliff 86412,13342,Valid,H6,1.3,Found,01/01/1986 12:00:00 AM,-84.25539,161.43595,"-84.25539, 161.43595",
Lewis Cliff 86413,13343,Valid,H5,13.5,Found,01/01/1986 12:00:00 AM,-84.25581,161.40856000000002,"-84.25581, 161.40856",
Lewis Cliff 86414,13344,Valid,H5,4.3,Found,01/01/1986 12:00:00 AM,-84.25607,161.41558999999998,"-84.25607, 161.41559",
Lewis Cliff 86415,13345,Valid,H5,3.1,Found,01/01/1986 12:00:00 AM,-84.25607,161.41563,"-84.25607, 161.41563",
Lewis Cliff 86416,13346,Valid,H6,18.2,Found,01/01/1986 12:00:00 AM,-84.27374,161.69298999999998,"-84.27374, 161.69299",
Lewis Cliff 86417,13347,Valid,L3.5,1.6,Found,01/01/1986 12:00:00 AM,-84.2558,161.44738999999998,"-84.2558, 161.44739",
Lewis Cliff 86418,13348,Valid,H5,42.8,Found,01/01/1986 12:00:00 AM,-84.2549,161.39106,"-84.2549, 161.39106",
Lewis Cliff 86419,13349,Valid,LL6,2.3,Found,01/01/1986 12:00:00 AM,-84.25524,161.43398,"-84.25524, 161.43398",
Lewis Cliff 86420,13350,Valid,H5,13.1,Found,01/01/1986 12:00:00 AM,-84.27374,161.69301000000002,"-84.27374, 161.69301",
Lewis Cliff 86421,13351,Valid,L6,2.5,Found,01/01/1986 12:00:00 AM,-84.25555,161.44472,"-84.25555, 161.44472",
Lewis Cliff 86422,13352,Valid,H5,7.7,Found,01/01/1986 12:00:00 AM,-84.27377,161.69387,"-84.27377, 161.69387",
Lewis Cliff 86423,13353,Valid,H5,11.1,Found,01/01/1986 12:00:00 AM,-84.25499,161.40492,"-84.25499, 161.40492",
Lewis Cliff 86424,13354,Valid,H5,6.8,Found,01/01/1986 12:00:00 AM,-84.2556,161.42491,"-84.2556, 161.42491",
Lewis Cliff 86425,13355,Valid,L6,2.4,Found,01/01/1986 12:00:00 AM,-84.25407,161.39321999999999,"-84.25407, 161.39322",
Lewis Cliff 86426,13356,Valid,L6,3.1,Found,01/01/1986 12:00:00 AM,-84.25631,161.42005,"-84.25631, 161.42005",
Lewis Cliff 86427,13357,Valid,H6,2.3,Found,01/01/1986 12:00:00 AM,-84.25555,161.43227,"-84.25555, 161.43227",
Lewis Cliff 86428,13358,Valid,H6,6.5,Found,01/01/1986 12:00:00 AM,-84.25511,161.40605,"-84.25511, 161.40605",
Lewis Cliff 86429,13359,Valid,L6,6.6,Found,01/01/1986 12:00:00 AM,-84.25477,161.40453,"-84.25477, 161.40453",
Lewis Cliff 86430,13360,Valid,H5,5.7,Found,01/01/1986 12:00:00 AM,-84.25534,161.42356999999998,"-84.25534, 161.42357",
Lewis Cliff 86431,13361,Valid,H5,10.4,Found,01/01/1986 12:00:00 AM,-84.27371,161.69339,"-84.27371, 161.69339",
Lewis Cliff 86432,13362,Valid,LL6,7.3,Found,01/01/1986 12:00:00 AM,-84.25621,161.43656000000001,"-84.25621, 161.43656",
Lewis Cliff 86433,13363,Valid,H6,6.1,Found,01/01/1986 12:00:00 AM,-84.25501,161.40627,"-84.25501, 161.40627",
Lewis Cliff 86434,13364,Valid,H5,22.5,Found,01/01/1986 12:00:00 AM,-84.27372,161.6925,"-84.27372, 161.6925",
Lewis Cliff 86435,13365,Valid,H4,4.8,Found,01/01/1986 12:00:00 AM,-84.25567,161.43493999999998,"-84.25567, 161.43494",
Lewis Cliff 86436,13366,Valid,L3.5,3.9,Found,01/01/1986 12:00:00 AM,-84.2561,161.42018000000002,"-84.2561, 161.42018",
Lewis Cliff 86437,13367,Valid,H5,16.6,Found,01/01/1986 12:00:00 AM,-84.27375,161.69293000000002,"-84.27375, 161.69293",
Lewis Cliff 86438,13368,Valid,H5,45.4,Found,01/01/1986 12:00:00 AM,-84.27373,161.6925,"-84.27373, 161.6925",
Lewis Cliff 86439,13369,Valid,H6,6.4,Found,01/01/1986 12:00:00 AM,-84.25579,161.41538,"-84.25579, 161.41538",
Lewis Cliff 86440,13370,Valid,H5,6.9,Found,01/01/1986 12:00:00 AM,-84.25534,161.40833999999998,"-84.25534, 161.40834",
Lewis Cliff 86441,13371,Valid,H5,10.6,Found,01/01/1986 12:00:00 AM,-84.25595,161.40117,"-84.25595, 161.40117",
Lewis Cliff 86442,13372,Valid,H5,59.1,Found,01/01/1986 12:00:00 AM,-84.27377,161.69341,"-84.27377, 161.69341",
Lewis Cliff 86443,13373,Valid,H5,10.6,Found,01/01/1986 12:00:00 AM,-84.27396,161.68166000000002,"-84.27396, 161.68166",
Lewis Cliff 86444,13374,Valid,H5,14.8,Found,01/01/1986 12:00:00 AM,-84.27411,161.67816000000002,"-84.27411, 161.67816",
Lewis Cliff 86445,13375,Valid,H6,9.3,Found,01/01/1986 12:00:00 AM,-84.27404,161.67881,"-84.27404, 161.67881",
Lewis Cliff 86446,13376,Valid,H4,9.8,Found,01/01/1986 12:00:00 AM,-84.26935999999999,161.42773,"-84.26936, 161.42773",
Lewis Cliff 86447,13377,Valid,L6,9.5,Found,01/01/1986 12:00:00 AM,-84.24445,161.40631000000002,"-84.24445, 161.40631",
Lewis Cliff 86448,13378,Valid,H5,39.4,Found,01/01/1986 12:00:00 AM,-84.27402,161.67932,"-84.27402, 161.67932",
Lewis Cliff 86449,13379,Valid,LL5,4.3,Found,01/01/1986 12:00:00 AM,-84.2694,161.41638999999998,"-84.2694, 161.41639",
Lewis Cliff 86450,13380,Valid,H5,5.0,Found,01/01/1986 12:00:00 AM,-84.2738,161.68572,"-84.2738, 161.68572",
Lewis Cliff 86451,13381,Valid,H5,33.5,Found,01/01/1986 12:00:00 AM,-84.27422,161.67648,"-84.27422, 161.67648",
Lewis Cliff 86452,13382,Valid,H5,19.6,Found,01/01/1986 12:00:00 AM,-84.27422,161.67635,"-84.27422, 161.67635",
Lewis Cliff 86453,13383,Valid,H5,49.4,Found,01/01/1986 12:00:00 AM,-84.27405999999999,161.68131,"-84.27406, 161.68131",
Lewis Cliff 86454,13384,Valid,H5,3.0,Found,01/01/1986 12:00:00 AM,-84.27417,161.6765,"-84.27417, 161.6765",
Lewis Cliff 86455,13385,Valid,H5,49.9,Found,01/01/1986 12:00:00 AM,-84.27424,161.67671,"-84.27424, 161.67671",
Lewis Cliff 86456,13386,Valid,H5,22.2,Found,01/01/1986 12:00:00 AM,-84.27412,161.67904,"-84.27412, 161.67904",
Lewis Cliff 86457,13387,Valid,H5,13.0,Found,01/01/1986 12:00:00 AM,-84.27425,161.67671,"-84.27425, 161.67671",
Lewis Cliff 86458,13388,Valid,H5,18.0,Found,01/01/1986 12:00:00 AM,-84.27389000000001,161.68425,"-84.27389, 161.68425",
Lewis Cliff 86459,13389,Valid,H5,8.2,Found,01/01/1986 12:00:00 AM,-84.27396,161.68193,"-84.27396, 161.68193",
Lewis Cliff 86460,13390,Valid,H5,18.6,Found,01/01/1986 12:00:00 AM,-84.27396,161.6814,"-84.27396, 161.6814",
Lewis Cliff 86461,13391,Valid,H5,0.6,Found,01/01/1986 12:00:00 AM,-84.27411,161.67841,"-84.27411, 161.67841",
Lewis Cliff 86462,13392,Valid,H5,25.3,Found,01/01/1986 12:00:00 AM,-84.274,161.68216,"-84.274, 161.68216",
Lewis Cliff 86463,13393,Valid,H5,64.8,Found,01/01/1986 12:00:00 AM,-84.27431,161.67678999999998,"-84.27431, 161.67679",
Lewis Cliff 86464,13394,Valid,H5,18.5,Found,01/01/1986 12:00:00 AM,-84.27405999999999,161.67817,"-84.27406, 161.67817",
Lewis Cliff 86465,13395,Valid,H5,26.3,Found,01/01/1986 12:00:00 AM,-84.27411,161.67837,"-84.27411, 161.67837",
Lewis Cliff 86466,13396,Valid,H6,70.90000000000002,Found,01/01/1986 12:00:00 AM,-84.27424,161.67703999999998,"-84.27424, 161.67704",
Lewis Cliff 86467,13397,Valid,H5,0.4,Found,01/01/1986 12:00:00 AM,-84.27402,161.67934,"-84.27402, 161.67934",
Lewis Cliff 86468,13398,Valid,H5,11.5,Found,01/01/1986 12:00:00 AM,-84.28333,161.08333000000002,"-84.28333, 161.08333",
